idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict,result_file,log_file
11,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_8perturbations_delta20_epsilon10_w20.vnnlib",300,300,4.00,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0011__NN_rul_small_window_20__robustness_8perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0011__NN_rul_small_window_20__robustness_8perturbations_delta20_epsilon10_w20.log"
12,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_8perturbations_delta40_epsilon10_w20.vnnlib",300,300,5.77,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0012__NN_rul_small_window_20__robustness_8perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0012__NN_rul_small_window_20__robustness_8perturbations_delta40_epsilon10_w20.log"
13,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_16perturbations_delta5_epsilon10_w20.vnnlib",300,300,6.20,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0013__NN_rul_small_window_20__robustness_16perturbations_delta5_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0013__NN_rul_small_window_20__robustness_16perturbations_delta5_epsilon10_w20.log"
14,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_16perturbations_delta10_epsilon10_w20.vnnlib",300,300,8.20,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0014__NN_rul_small_window_20__robustness_16perturbations_delta10_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0014__NN_rul_small_window_20__robustness_16perturbations_delta10_epsilon10_w20.log"
15,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_16perturbations_delta20_epsilon10_w20.vnnlib",300,300,6.82,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0015__NN_rul_small_window_20__robustness_16perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0015__NN_rul_small_window_20__robustness_16perturbations_delta20_epsilon10_w20.log"
16,"onnx/NN_rul_small_window_20.onnx","vnnlib/robustness_16perturbations_delta40_epsilon10_w20.vnnlib",300,300,6.30,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0016__NN_rul_small_window_20__robustness_16perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0016__NN_rul_small_window_20__robustness_16perturbations_delta40_epsilon10_w20.log"
17,"onnx/NN_rul_small_window_20.onnx","vnnlib/monotonicity_CI_shift5_w20.vnnlib",30,30,7.90,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0017__NN_rul_small_window_20__monotonicity_CI_shift5_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0017__NN_rul_small_window_20__monotonicity_CI_shift5_w20.log"
18,"onnx/NN_rul_small_window_20.onnx","vnnlib/monotonicity_CI_shift10_w20.vnnlib",120,120,8.11,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0018__NN_rul_small_window_20__monotonicity_CI_shift10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0018__NN_rul_small_window_20__monotonicity_CI_shift10_w20.log"
19,"onnx/NN_rul_small_window_20.onnx","vnnlib/monotonicity_CI_shift20_w20.vnnlib",300,300,6.29,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0019__NN_rul_small_window_20__monotonicity_CI_shift20_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0019__NN_rul_small_window_20__monotonicity_CI_shift20_w20.log"
20,"onnx/NN_rul_small_window_20.onnx","vnnlib/if_then_5levels_w20.vnnlib",1800,1800,5.24,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0020__NN_rul_small_window_20__if_then_5levels_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0020__NN_rul_small_window_20__if_then_5levels_w20.log"
21,"onnx/NN_rul_small_window_20.onnx","vnnlib/if_then_7levels_w20.vnnlib",1800,1800,7.52,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0021__NN_rul_small_window_20__if_then_7levels_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0021__NN_rul_small_window_20__if_then_7levels_w20.log"
22,"onnx/NN_rul_small_window_20.onnx","vnnlib/if_then_9levels_w20.vnnlib",1800,1800,6.42,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0022__NN_rul_small_window_20__if_then_9levels_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0022__NN_rul_small_window_20__if_then_9levels_w20.log"
23,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_2perturbations_delta5_epsilon10_w20.vnnlib",30,30,4.50,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0023__NN_rul_full_window_20__robustness_2perturbations_delta5_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0023__NN_rul_full_window_20__robustness_2perturbations_delta5_epsilon10_w20.log"
24,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_2perturbations_delta10_epsilon10_w20.vnnlib",30,30,5.19,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0024__NN_rul_full_window_20__robustness_2perturbations_delta10_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0024__NN_rul_full_window_20__robustness_2perturbations_delta10_epsilon10_w20.log"
25,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_2perturbations_delta20_epsilon10_w20.vnnlib",60,60,4.96,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0025__NN_rul_full_window_20__robustness_2perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0025__NN_rul_full_window_20__robustness_2perturbations_delta20_epsilon10_w20.log"
26,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_2perturbations_delta40_epsilon10_w20.vnnlib",120,120,10.16,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0026__NN_rul_full_window_20__robustness_2perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0026__NN_rul_full_window_20__robustness_2perturbations_delta40_epsilon10_w20.log"
27,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_4perturbations_delta5_epsilon10_w20.vnnlib",60,60,6.86,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0027__NN_rul_full_window_20__robustness_4perturbations_delta5_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0027__NN_rul_full_window_20__robustness_4perturbations_delta5_epsilon10_w20.log"
28,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_4perturbations_delta10_epsilon10_w20.vnnlib",60,60,4.78,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0028__NN_rul_full_window_20__robustness_4perturbations_delta10_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0028__NN_rul_full_window_20__robustness_4perturbations_delta10_epsilon10_w20.log"
29,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_4perturbations_delta20_epsilon10_w20.vnnlib",120,120,6.45,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0029__NN_rul_full_window_20__robustness_4perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0029__NN_rul_full_window_20__robustness_4perturbations_delta20_epsilon10_w20.log"
30,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_4perturbations_delta40_epsilon10_w20.vnnlib",300,300,4.23,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0030__NN_rul_full_window_20__robustness_4perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0030__NN_rul_full_window_20__robustness_4perturbations_delta40_epsilon10_w20.log"
31,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_8perturbations_delta5_epsilon10_w20.vnnlib",120,120,5.43,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0031__NN_rul_full_window_20__robustness_8perturbations_delta5_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0031__NN_rul_full_window_20__robustness_8perturbations_delta5_epsilon10_w20.log"
32,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_8perturbations_delta10_epsilon10_w20.vnnlib",300,300,6.13,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0032__NN_rul_full_window_20__robustness_8perturbations_delta10_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0032__NN_rul_full_window_20__robustness_8perturbations_delta10_epsilon10_w20.log"
33,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_8perturbations_delta20_epsilon10_w20.vnnlib",300,300,4.66,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0033__NN_rul_full_window_20__robustness_8perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0033__NN_rul_full_window_20__robustness_8perturbations_delta20_epsilon10_w20.log"
34,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_8perturbations_delta40_epsilon10_w20.vnnlib",300,300,4.64,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0034__NN_rul_full_window_20__robustness_8perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0034__NN_rul_full_window_20__robustness_8perturbations_delta40_epsilon10_w20.log"
35,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_16perturbations_delta5_epsilon10_w20.vnnlib",300,300,5.46,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0035__NN_rul_full_window_20__robustness_16perturbations_delta5_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0035__NN_rul_full_window_20__robustness_16perturbations_delta5_epsilon10_w20.log"
36,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_16perturbations_delta10_epsilon10_w20.vnnlib",300,300,6.16,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0036__NN_rul_full_window_20__robustness_16perturbations_delta10_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0036__NN_rul_full_window_20__robustness_16perturbations_delta10_epsilon10_w20.log"
37,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_16perturbations_delta20_epsilon10_w20.vnnlib",300,300,6.34,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0037__NN_rul_full_window_20__robustness_16perturbations_delta20_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0037__NN_rul_full_window_20__robustness_16perturbations_delta20_epsilon10_w20.log"
38,"onnx/NN_rul_full_window_20.onnx","vnnlib/robustness_16perturbations_delta40_epsilon10_w20.vnnlib",300,300,5.22,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0038__NN_rul_full_window_20__robustness_16perturbations_delta40_epsilon10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0038__NN_rul_full_window_20__robustness_16perturbations_delta40_epsilon10_w20.log"
39,"onnx/NN_rul_full_window_20.onnx","vnnlib/monotonicity_CI_shift5_w20.vnnlib",60,60,6.42,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0039__NN_rul_full_window_20__monotonicity_CI_shift5_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0039__NN_rul_full_window_20__monotonicity_CI_shift5_w20.log"
40,"onnx/NN_rul_full_window_20.onnx","vnnlib/monotonicity_CI_shift10_w20.vnnlib",180,180,6.36,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0040__NN_rul_full_window_20__monotonicity_CI_shift10_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0040__NN_rul_full_window_20__monotonicity_CI_shift10_w20.log"
41,"onnx/NN_rul_full_window_20.onnx","vnnlib/monotonicity_CI_shift20_w20.vnnlib",360,360,6.61,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0041__NN_rul_full_window_20__monotonicity_CI_shift20_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0041__NN_rul_full_window_20__monotonicity_CI_shift20_w20.log"
42,"onnx/NN_rul_full_window_20.onnx","vnnlib/if_then_7levels_w20.vnnlib",1800,1800,4.86,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0042__NN_rul_full_window_20__if_then_7levels_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0042__NN_rul_full_window_20__if_then_7levels_w20.log"
43,"onnx/NN_rul_full_window_20.onnx","vnnlib/if_then_9levels_w20.vnnlib",1800,1800,4.55,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0043__NN_rul_full_window_20__if_then_9levels_w20.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0043__NN_rul_full_window_20__if_then_9levels_w20.log"
44,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_2perturbations_delta5_epsilon10_w40.vnnlib",60,60,5.33,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0044__NN_rul_full_window_40__robustness_2perturbations_delta5_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0044__NN_rul_full_window_40__robustness_2perturbations_delta5_epsilon10_w40.log"
45,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_2perturbations_delta10_epsilon10_w40.vnnlib",90,90,5.86,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0045__NN_rul_full_window_40__robustness_2perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0045__NN_rul_full_window_40__robustness_2perturbations_delta10_epsilon10_w40.log"
46,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_2perturbations_delta20_epsilon10_w40.vnnlib",120,120,6.45,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0046__NN_rul_full_window_40__robustness_2perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0046__NN_rul_full_window_40__robustness_2perturbations_delta20_epsilon10_w40.log"
47,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_2perturbations_delta40_epsilon10_w40.vnnlib",300,300,7.28,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0047__NN_rul_full_window_40__robustness_2perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0047__NN_rul_full_window_40__robustness_2perturbations_delta40_epsilon10_w40.log"
48,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_4perturbations_delta5_epsilon10_w40.vnnlib",120,120,6.37,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0048__NN_rul_full_window_40__robustness_4perturbations_delta5_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0048__NN_rul_full_window_40__robustness_4perturbations_delta5_epsilon10_w40.log"
49,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_4perturbations_delta10_epsilon10_w40.vnnlib",120,120,4.35,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0049__NN_rul_full_window_40__robustness_4perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0049__NN_rul_full_window_40__robustness_4perturbations_delta10_epsilon10_w40.log"
50,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_4perturbations_delta20_epsilon10_w40.vnnlib",120,120,5.13,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0050__NN_rul_full_window_40__robustness_4perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0050__NN_rul_full_window_40__robustness_4perturbations_delta20_epsilon10_w40.log"
51,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_4perturbations_delta40_epsilon10_w40.vnnlib",300,300,7.11,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0051__NN_rul_full_window_40__robustness_4perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0051__NN_rul_full_window_40__robustness_4perturbations_delta40_epsilon10_w40.log"
52,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta5_epsilon10_w40.vnnlib",120,120,7.41,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0052__NN_rul_full_window_40__robustness_8perturbations_delta5_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0052__NN_rul_full_window_40__robustness_8perturbations_delta5_epsilon10_w40.log"
53,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta10_epsilon10_w40.vnnlib",300,300,5.96,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0053__NN_rul_full_window_40__robustness_8perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0053__NN_rul_full_window_40__robustness_8perturbations_delta10_epsilon10_w40.log"
54,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta20_epsilon10_w40.vnnlib",300,300,4.99,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0054__NN_rul_full_window_40__robustness_8perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0054__NN_rul_full_window_40__robustness_8perturbations_delta20_epsilon10_w40.log"
55,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_8perturbations_delta40_epsilon10_w40.vnnlib",600,600,9.30,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0055__NN_rul_full_window_40__robustness_8perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0055__NN_rul_full_window_40__robustness_8perturbations_delta40_epsilon10_w40.log"
56,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta5_epsilon10_w40.vnnlib",300,300,6.40,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0056__NN_rul_full_window_40__robustness_16perturbations_delta5_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0056__NN_rul_full_window_40__robustness_16perturbations_delta5_epsilon10_w40.log"
57,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta10_epsilon10_w40.vnnlib",300,300,7.41,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0057__NN_rul_full_window_40__robustness_16perturbations_delta10_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0057__NN_rul_full_window_40__robustness_16perturbations_delta10_epsilon10_w40.log"
58,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta20_epsilon10_w40.vnnlib",600,600,6.73,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0058__NN_rul_full_window_40__robustness_16perturbations_delta20_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0058__NN_rul_full_window_40__robustness_16perturbations_delta20_epsilon10_w40.log"
59,"onnx/NN_rul_full_window_40.onnx","vnnlib/robustness_16perturbations_delta40_epsilon10_w40.vnnlib",1200,1200,10.31,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0059__NN_rul_full_window_40__robustness_16perturbations_delta40_epsilon10_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0059__NN_rul_full_window_40__robustness_16perturbations_delta40_epsilon10_w40.log"
60,"onnx/NN_rul_full_window_40.onnx","vnnlib/monotonicity_CI_shift5_w40.vnnlib",120,120,5.25,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0060__NN_rul_full_window_40__monotonicity_CI_shift5_w40.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/collins_rul_cnn_2022/0060__NN_rul_full_window_40__monotonicity_CI_shift5_w40.log"
